epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
130,5025.01,1.13314,0.80822,0.01572,0.73169,0.76117,0.71487,0.44017,1.55696,1.079,0.02899,0.0223374,0.0074458,0.0223374,0.0074458,0.0223374,0.0074458,0.0223374,0.0074458
131,5065.33,1.16751,0.83263,0.01632,0.69606,0.73535,0.73214,0.44677,1.48926,1.08601,0.02704,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426
132,5105.12,1.15059,0.80843,0.01615,0.76329,0.66899,0.6982,0.41939,1.56909,1.31528,0.0296,0.0222186,0.0074062,0.0222186,0.0074062,0.0222186,0.0074062,0.0222186,0.0074062
133,5145.86,1.13795,0.80575,0.01577,0.7958,0.73605,0.75483,0.43196,1.60675,1.22344,0.02891,0.0221592,0.0073864,0.0221592,0.0073864,0.0221592,0.0073864,0.0221592,0.0073864
134,5185.7,1.14518,0.82186,0.01607,0.71389,0.66237,0.70512,0.39219,1.80644,0.98261,0.03699,0.0220998,0.0073666,0.0220998,0.0073666,0.0220998,0.0073666,0.0220998,0.0073666
135,5226.29,1.12159,0.81079,0.01597,0.69521,0.73162,0.72131,0.45417,1.63854,1.10409,0.03108,0.0220404,0.0073468,0.0220404,0.0073468,0.0220404,0.0073468,0.0220404,0.0073468
136,5266.29,1.15718,0.83578,0.01618,0.64218,0.72665,0.71278,0.39805,1.80164,1.13589,0.03612,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327
137,5305.58,1.12591,0.79389,0.0156,0.78405,0.74231,0.75006,0.47049,1.56732,1.06402,0.02969,0.0219216,0.0073072,0.0219216,0.0073072,0.0219216,0.0073072,0.0219216,0.0073072
138,5346.07,1.13281,0.81198,0.01588,0.78557,0.66498,0.75216,0.45625,1.70548,1.0572,0.03355,0.0218622,0.0072874,0.0218622,0.0072874,0.0218622,0.0072874,0.0218622,0.0072874
139,5386.54,1.137,0.77705,0.01563,0.68587,0.65626,0.72091,0.41628,1.7351,1.04267,0.0354,0.0218028,0.0072676,0.0218028,0.0072676,0.0218028,0.0072676,0.0218028,0.0072676
140,5426.63,1.11063,0.78431,0.01532,0.67015,0.74602,0.70383,0.41011,1.7668,1.33722,0.03486,0.0217434,0.0072478,0.0217434,0.0072478,0.0217434,0.0072478,0.0217434,0.0072478
141,5467.94,1.1182,0.76659,0.0154,0.74967,0.73137,0.73694,0.38855,1.84433,1.34477,0.03775,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228
142,5507.65,1.11407,0.75704,0.01547,0.78274,0.681,0.73769,0.4362,1.72855,1.14327,0.03252,0.0216246,0.0072082,0.0216246,0.0072082,0.0216246,0.0072082,0.0216246,0.0072082
143,5547.22,1.10555,0.76931,0.01562,0.65693,0.7501,0.73056,0.43033,1.59414,1.1427,0.02897,0.0215652,0.0071884,0.0215652,0.0071884,0.0215652,0.0071884,0.0215652,0.0071884
144,5586.46,1.11438,0.76958,0.01525,0.75701,0.76387,0.77886,0.43188,1.70346,1.216,0.03111,0.0215058,0.0071686,0.0215058,0.0071686,0.0215058,0.0071686,0.0215058,0.0071686
145,5626.49,1.09527,0.76283,0.01526,0.77691,0.75867,0.75896,0.46284,1.5693,1.15929,0.0289,0.0214464,0.0071488,0.0214464,0.0071488,0.0214464,0.0071488,0.0214464,0.0071488
146,5666.12,1.10235,0.77396,0.01551,0.81028,0.72101,0.78133,0.47098,1.56505,1.24425,0.02882,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129
147,5707.28,1.09744,0.75247,0.01524,0.65907,0.68726,0.70703,0.35657,1.75831,1.42597,0.03616,0.0213276,0.0071092,0.0213276,0.0071092,0.0213276,0.0071092,0.0213276,0.0071092
148,5746.83,1.09406,0.75139,0.01516,0.75136,0.7386,0.75548,0.4525,1.55146,1.25308,0.03006,0.0212682,0.0070894,0.0212682,0.0070894,0.0212682,0.0070894,0.0212682,0.0070894
149,5786.4,1.0828,0.72935,0.01504,0.77809,0.74859,0.73125,0.40429,1.72277,1.37844,0.03253,0.0212088,0.0070696,0.0212088,0.0070696,0.0212088,0.0070696,0.0212088,0.0070696
150,5826.73,1.09539,0.75165,0.01536,0.73276,0.64195,0.65795,0.34496,1.82339,1.23736,0.0383,0.0211494,0.0070498,0.0211494,0.0070498,0.0211494,0.0070498,0.0211494,0.0070498
151,5867.13,1.09331,0.77327,0.01526,0.70415,0.73538,0.72086,0.45204,1.61108,1.25899,0.03065,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703
152,5907.46,1.06713,0.75734,0.01509,0.73373,0.76717,0.73853,0.46028,1.64239,1.14838,0.03187,0.0210306,0.0070102,0.0210306,0.0070102,0.0210306,0.0070102,0.0210306,0.0070102
153,5947.75,1.04858,0.71837,0.0145,0.63243,0.78677,0.69275,0.42923,1.5335,1.10855,0.02979,0.0209712,0.0069904,0.0209712,0.0069904,0.0209712,0.0069904,0.0209712,0.0069904
154,5986.23,1.08713,0.74616,0.0153,0.67963,0.69991,0.71549,0.37325,1.676,1.46325,0.03365,0.0209118,0.0069706,0.0209118,0.0069706,0.0209118,0.0069706,0.0209118,0.0069706
155,6026.14,1.07368,0.70761,0.01494,0.67405,0.62981,0.66825,0.3882,1.59496,1.42475,0.03013,0.0208524,0.0069508,0.0208524,0.0069508,0.0208524,0.0069508,0.0208524,0.0069508
156,6066.18,1.07463,0.72911,0.0149,0.7835,0.70006,0.71706,0.4315,1.69958,1.27418,0.03263,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931
157,6106.66,1.06268,0.73038,0.01475,0.75591,0.75908,0.76386,0.47041,1.6194,1.08341,0.03155,0.0207336,0.0069112,0.0207336,0.0069112,0.0207336,0.0069112,0.0207336,0.0069112
158,6146.72,1.05523,0.74774,0.0146,0.67402,0.82105,0.78232,0.46954,1.63649,1.05388,0.03196,0.0206742,0.0068914,0.0206742,0.0068914,0.0206742,0.0068914,0.0206742,0.0068914
159,6187.52,1.06382,0.75341,0.01477,0.74171,0.71464,0.75662,0.42994,1.70077,1.1105,0.03359,0.0206148,0.0068716,0.0206148,0.0068716,0.0206148,0.0068716,0.0206148,0.0068716
160,6227.83,1.04856,0.69973,0.01448,0.75391,0.67508,0.70133,0.44521,1.68553,0.98392,0.03264,0.0205554,0.0068518,0.0205554,0.0068518,0.0205554,0.0068518,0.0205554,0.0068518
161,6267.92,1.06158,0.75808,0.01478,0.81561,0.70388,0.75178,0.43645,1.78434,0.99941,0.03648,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832
162,6307.83,1.05485,0.72568,0.01452,0.77225,0.60329,0.68752,0.4213,1.70022,1.31804,0.03298,0.0204366,0.0068122,0.0204366,0.0068122,0.0204366,0.0068122,0.0204366,0.0068122
163,6347.77,1.05397,0.7139,0.01421,0.72608,0.62717,0.66698,0.4067,1.77413,1.08255,0.03589,0.0203772,0.0067924,0.0203772,0.0067924,0.0203772,0.0067924,0.0203772,0.0067924
