epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
125,3904.16,1.2543,0.99491,0.01789,0.70507,0.58782,0.65005,0.32118,1.67205,1.41617,0.03112,0.0226344,0.0075448,0.0226344,0.0075448,0.0226344,0.0075448,0.0226344,0.0075448
126,3934.9,1.26303,1.00541,0.01778,0.71307,0.71295,0.73531,0.4251,1.55584,1.15791,0.02846,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525
127,3967.3,1.24927,1.01198,0.01797,0.75173,0.7554,0.77742,0.42391,1.68169,1.09508,0.03081,0.0225156,0.0075052,0.0225156,0.0075052,0.0225156,0.0075052,0.0225156,0.0075052
128,3998.2,1.25041,1.01631,0.01714,0.69465,0.77842,0.81018,0.45774,1.56009,1.12023,0.02902,0.0224562,0.0074854,0.0224562,0.0074854,0.0224562,0.0074854,0.0224562,0.0074854
129,4029.28,1.24057,0.97335,0.0175,0.56584,0.62886,0.63094,0.28226,1.78416,1.63978,0.0341,0.0223968,0.0074656,0.0223968,0.0074656,0.0223968,0.0074656,0.0223968,0.0074656
130,4061.28,1.22971,0.97549,0.01735,0.77711,0.74696,0.7478,0.41176,1.54833,1.25702,0.0287,0.0223374,0.0074458,0.0223374,0.0074458,0.0223374,0.0074458,0.0223374,0.0074458
131,4092.22,1.26341,0.98369,0.01793,0.77658,0.73364,0.76039,0.40531,1.73593,1.00821,0.0339,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426
132,4123.23,1.25527,0.98439,0.01788,0.68543,0.73975,0.75902,0.44349,1.58757,1.32272,0.02921,0.0222186,0.0074062,0.0222186,0.0074062,0.0222186,0.0074062,0.0222186,0.0074062
133,4155.23,1.25235,0.96421,0.01756,0.50429,0.6551,0.65526,0.33316,1.75666,1.66376,0.03271,0.0221592,0.0073864,0.0221592,0.0073864,0.0221592,0.0073864,0.0221592,0.0073864
134,4187.36,1.23929,0.9716,0.01752,0.56024,0.72752,0.70508,0.39621,1.67592,1.19584,0.03347,0.0220998,0.0073666,0.0220998,0.0073666,0.0220998,0.0073666,0.0220998,0.0073666
135,4218.4,1.23266,0.96382,0.01784,0.64506,0.705,0.69982,0.42508,1.63594,1.11545,0.03163,0.0220404,0.0073468,0.0220404,0.0073468,0.0220404,0.0073468,0.0220404,0.0073468
136,4249.34,1.25868,0.98996,0.01769,0.66794,0.74716,0.75552,0.43445,1.69316,1.11907,0.02992,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327
